Coefficient:  group2 group3 group4 
           GeneID   Chr     Start       End Strand Length  logFC.group2
13498  -4.270289e+00 -3.454805e+00  6.1272023  233.85920  2.024801e-50
13518  -4.270289e+00 -3.454805e+00  6.1272023  233.85920  2.024801e-50
13538  -4.270289e+00 -3.454805e+00  6.1272023  233.85920  2.024801e-50
28547  -1.013272e+00  2.740681e-01  4.2011246  233.73824  2.150488e-50
28567  -1.013272e+00  2.740681e-01  4.2011246  233.73824  2.150488e-50
28586  -1.013272e+00  2.740681e-01  4.2011246  233.73824  2.150488e-50
28606  -1.013272e+00  2.740681e-01  4.2011246  233.73824  2.150488e-50
28626  -1.013272e+00  2.740681e-01  4.2011246  233.73824  2.150488e-50
15625   6.812096e+00  5.938754e-01  3.0348403  232.91962  3.232531e-50
15645   6.812096e+00  5.938754e-01  3.0348403  232.91962  3.232531e-50
33520   6.432670e+00  2.402125e+00  6.3010285  232.63527  3.724137e-50
30098   5.882196e+00 -3.590543e+00  2.9566618  231.99482  5.122757e-50
30104   5.882196e+00 -3.590543e+00  2.9566618  231.99482  5.122757e-50
30119   5.882196e+00 -3.590543e+00  2.9566618  231.99482  5.122757e-50
30138   5.882196e+00 -3.590543e+00  2.9566618  231.99482  5.122757e-50
35108   3.619888e+00 -2.062659e+00  5.8410210  231.03735  8.251372e-50
35130   3.619888e+00 -2.062659e+00  5.8410210  231.03735  8.251372e-50
35151   3.619888e+00 -2.062659e+00  5.8410210  231.03735  8.251372e-50
35171   3.619888e+00 -2.062659e+00  5.8410210  231.03735  8.251372e-50
29559   2.559198e-01  1.267070e+00  4.0966123  230.85927  9.016316e-50
29585   2.559198e-01  1.267070e+00  4.0966123  230.85927  9.016316e-50
29610   2.559198e-01  1.267070e+00  4.0966123  230.85927  9.016316e-50
20965  -4.205794e+00 -4.794227e+00  3.5764849  230.33122  1.172740e-49
13444  -4.138115e+00 -3.127231e+00  7.4521080  229.62786  1.664464e-49
13466  -4.138115e+00 -3.127231e+00  7.4521080  229.62786  1.664464e-49
13484  -4.138115e+00 -3.127231e+00  7.4521080  229.62786  1.664464e-49
13503  -4.138115e+00 -3.127231e+00  7.4521080  229.62786  1.664464e-49
28555  -3.079795e+00  4.323071e-01  4.6522085  229.58727  1.698441e-49
28575  -3.079795e+00  4.323071e-01  4.6522085  229.58727  1.698441e-49
28594  -3.079795e+00  4.323071e-01  4.6522085  229.58727  1.698441e-49
28614  -3.079795e+00  4.323071e-01  4.6522085  229.58727  1.698441e-49
28634  -3.079795e+00  4.323071e-01  4.6522085  229.58727  1.698441e-49
28553  -5.837477e+00  5.723602e-01  4.3641489  228.89934  2.392149e-49
28573  -5.837477e+00  5.723602e-01  4.3641489  228.89934  2.392149e-49
28592  -5.837477e+00  5.723602e-01  4.3641489  228.89934  2.392149e-49
28612  -5.837477e+00  5.723602e-01  4.3641489  228.89934  2.392149e-49
28632  -5.837477e+00  5.723602e-01  4.3641489  228.89934  2.392149e-49
8403    2.640017e-01  6.271224e+00  3.9603586  228.83106  2.474850e-49
8438    2.640017e-01  6.271224e+00  3.9603586  228.83106  2.474850e-49
28897   4.382982e+00  1.808304e+00  5.2071595  227.83936  4.054701e-49
9124   -4.400400e+00 -4.465326e-01  6.8987211  227.62350  4.514711e-49
9140   -4.400400e+00 -4.465326e-01  6.8987211  227.62350  4.514711e-49
9154   -4.400400e+00 -4.465326e-01  6.8987211  227.62350  4.514711e-49
9168   -4.400400e+00 -4.465326e-01  6.8987211  227.62350  4.514711e-49
9182   -4.400400e+00 -4.465326e-01  6.8987211  227.62350  4.514711e-49
30128   9.175209e+00  0.000000e+00  2.5897162  227.59756  4.573370e-49
30147   9.175209e+00  0.000000e+00  2.5897162  227.59756  4.573370e-49
12267  -2.522936e-01  1.656314e+00  4.2699543  227.41926  4.997884e-49
29812  -9.194999e+00 -7.076133e+00  2.8107549  225.46046  1.325172e-48
29824  -9.194999e+00 -7.076133e+00  2.8107549  225.46046  1.325172e-48
29837  -9.194999e+00 -7.076133e+00  2.8107549  225.46046  1.325172e-48
1373   -1.581517e+00  4.661483e-01  4.3853490  225.44220  1.337269e-48
1382   -1.581517e+00  4.661483e-01  4.3853490  225.44220  1.337269e-48
1391   -1.581517e+00  4.661483e-01  4.3853490  225.44220  1.337269e-48
1398   -1.581517e+00  4.661483e-01  4.3853490  225.44220  1.337269e-48
1405   -1.581517e+00  4.661483e-01  4.3853490  225.44220  1.337269e-48
1412   -1.581517e+00  4.661483e-01  4.3853490  225.44220  1.337269e-48
20957  -4.774562e+00 -5.084456e+00  3.7206860  223.32715  3.832378e-48
20964  -4.774562e+00 -5.084456e+00  3.7206860  223.32715  3.832378e-48
20643   1.852204e+00 -1.369091e+00  6.4318054  222.75496  5.095241e-48
20647   1.852204e+00 -1.369091e+00  6.4318054  222.75496  5.095241e-48
20650   1.852204e+00 -1.369091e+00  6.4318054  222.75496  5.095241e-48
20656   1.852204e+00 -1.369091e+00  6.4318054  222.75496  5.095241e-48
8408   -6.716646e-01  5.439108e+00  4.0496461  222.58309  5.550358e-48
8443   -6.716646e-01  5.439108e+00  4.0496461  222.58309  5.550358e-48
28007   0.000000e+00  1.095637e+01  6.0690195  222.49396  5.802153e-48
14329  -1.055622e+00 -2.703069e-01  4.7461287  222.10480  7.042327e-48
14339  -1.055622e+00 -2.703069e-01  4.7461287  222.10480  7.042327e-48
4291    2.729592e+00  2.214184e+00  4.2006734  220.91476  1.273431e-47
4306    2.729592e+00  2.214184e+00  4.2006734  220.91476  1.273431e-47
4319    2.729592e+00  2.214184e+00  4.2006734  220.91476  1.273431e-47
4333    2.729592e+00  2.214184e+00  4.2006734  220.91476  1.273431e-47
4344    2.729592e+00  2.214184e+00  4.2006734  220.91476  1.273431e-47
1370    0.000000e+00  4.827112e+00  4.2442134  220.81071  1.341121e-47
1379    0.000000e+00  4.827112e+00  4.2442134  220.81071  1.341121e-47
1388    0.000000e+00  4.827112e+00  4.2442134  220.81071  1.341121e-47
1395    0.000000e+00  4.827112e+00  4.2442134  220.81071  1.341121e-47
1402    0.000000e+00  4.827112e+00  4.2442134  220.81071  1.341121e-47
24238  -6.462021e+00 -4.182215e+00  7.4463267  220.78952  1.355337e-47
24250  -6.462021e+00 -4.182215e+00  7.4463267  220.78952  1.355337e-47
24282  -6.462021e+00 -4.182215e+00  7.4463267  220.78952  1.355337e-47
24293  -6.462021e+00 -4.182215e+00  7.4463267  220.78952  1.355337e-47
24315  -6.462021e+00 -4.182215e+00  7.4463267  220.78952  1.355337e-47
24327  -6.462021e+00 -4.182215e+00  7.4463267  220.78952  1.355337e-47
34115   1.918768e+00 -1.689626e+00  8.1378271  220.33915  1.695920e-47
27955   0.000000e+00  1.094833e+01  6.0631187  220.22632  1.793889e-47
28035   0.000000e+00  1.094833e+01  6.0631187  220.22632  1.793889e-47
28062   0.000000e+00  1.094093e+01  6.0586499  219.70315  2.327496e-47
28076   0.000000e+00  1.094093e+01  6.0586499  219.70315  2.327496e-47
28103   0.000000e+00  1.094093e+01  6.0586499  219.70315  2.327496e-47
35125   4.256297e+00 -1.579769e+00  8.5137225  218.99497  3.311114e-47
35146   4.256297e+00 -1.579769e+00  8.5137225  218.99497  3.311114e-47
35166   4.256297e+00 -1.579769e+00  8.5137225  218.99497  3.311114e-47
12271  -3.731151e-01  5.835994e-01  4.5180405  218.54667  4.138849e-47
9595   -5.318778e+00 -3.144291e+00  5.8768263  217.88237  5.760697e-47
9601   -5.318778e+00 -3.144291e+00  5.8768263  217.88237  5.760697e-47
12269  -2.565969e-01  1.134514e+00  3.8512867  217.48007  7.037776e-47
14326  -2.229153e+00 -3.099664e-01  4.1590497  217.45400  7.129703e-47
14336  -2.229153e+00 -3.099664e-01  4.1590497  217.45400  7.129703e-47
35107   4.232723e+00 -8.839931e-01  5.2915891  217.31703  7.632694e-47
35129   4.232723e+00 -8.839931e-01  5.2915891  217.31703  7.632694e-47
35150   4.232723e+00 -8.839931e-01  5.2915891  217.31703  7.632694e-47
35170   4.232723e+00 -8.839931e-01  5.2915891  217.31703  7.632694e-47
1368   -6.955174e-02  1.332716e+00  7.8027888  216.67242  1.051996e-46
1377   -6.955174e-02  1.332716e+00  7.8027888  216.67242  1.051996e-46
1386   -6.955174e-02  1.332716e+00  7.8027888  216.67242  1.051996e-46
1393   -6.955174e-02  1.332716e+00  7.8027888  216.67242  1.051996e-46
1400   -6.955174e-02  1.332716e+00  7.8027888  216.67242  1.051996e-46
15695  -2.710861e+00 -1.212455e-01  4.4844619  215.50443  1.881386e-46
23660  -6.677287e+00 -3.097756e+00  5.2526591  215.40258  1.979209e-46
30109   4.693486e+00 -4.533121e+00  2.6930871  215.40141  1.980361e-46
30124   4.693486e+00 -4.533121e+00  2.6930871  215.40141  1.980361e-46
30143   4.693486e+00 -4.533121e+00  2.6930871  215.40141  1.980361e-46
23658  -9.942528e+00 -3.099739e+00  5.1947633  214.22633  3.554129e-46
16435   1.008174e+01  4.312437e+00  6.4863659  213.98045  4.016786e-46
11603   7.034466e+00  4.556676e+00  4.5976157  213.97189  4.033924e-46
15622   9.371834e+00  3.455915e+00  2.8291818  213.57549  4.913669e-46
15642   9.371834e+00  3.455915e+00  2.8291818  213.57549  4.913669e-46
23639  -6.677281e+00 -3.097770e+00  5.2351183  213.38126  5.412373e-46
23652  -6.677281e+00 -3.097770e+00  5.2351183  213.38126  5.412373e-46
8406    1.159943e+00  6.964256e+00  3.7611871  212.58385  8.048912e-46
8441    1.159943e+00  6.964256e+00  3.7611871  212.58385  8.048912e-46
30099   5.127264e+00 -4.124214e+00  2.7240754  212.54316  8.213553e-46
30105   5.127264e+00 -4.124214e+00  2.7240754  212.54316  8.213553e-46
30120   5.127264e+00 -4.124214e+00  2.7240754  212.54316  8.213553e-46
30139   5.127264e+00 -4.124214e+00  2.7240754  212.54316  8.213553e-46
29561   0.000000e+00  2.587204e+00  3.5294283  211.85632  1.156060e-45
29587   0.000000e+00  2.587204e+00  3.5294283  211.85632  1.156060e-45
29612   0.000000e+00  2.587204e+00  3.5294283  211.85632  1.156060e-45
13443  -4.456937e+00 -3.208638e+00  5.0200532  211.22804  1.580420e-45
13465  -4.456937e+00 -3.208638e+00  5.0200532  211.22804  1.580420e-45
13483  -4.456937e+00 -3.208638e+00  5.0200532  211.22804  1.580420e-45
13502  -4.456937e+00 -3.208638e+00  5.0200532  211.22804  1.580420e-45
13522  -4.456937e+00 -3.208638e+00  5.0200532  211.22804  1.580420e-45
13542  -4.456937e+00 -3.208638e+00  5.0200532  211.22804  1.580420e-45
35110   4.795321e+00 -1.869236e+00  3.7783774  211.18309  1.616165e-45
35153   4.795321e+00 -1.869236e+00  3.7783774  211.18309  1.616165e-45
35173   4.795321e+00 -1.869236e+00  3.7783774  211.18309  1.616165e-45
10369  -1.865028e+00 -2.774081e+00  7.6072680  210.27823  2.535426e-45
27967   0.000000e+00  5.003590e+00  3.9897487  210.09845  2.772718e-45
28019   0.000000e+00  5.003590e+00  3.9897487  210.09845  2.772718e-45
28047   0.000000e+00  5.003590e+00  3.9897487  210.09845  2.772718e-45
28074   0.000000e+00  5.003590e+00  3.9897487  210.09845  2.772718e-45
28088   0.000000e+00  5.003590e+00  3.9897487  210.09845  2.772718e-45
28115   0.000000e+00  5.003590e+00  3.9897487  210.09845  2.772718e-45
14731   1.203537e+01  5.989067e+00  5.7203864  210.00699  2.901835e-45
14741   1.203537e+01  5.989067e+00  5.7203864  210.00699  2.901835e-45
9187   -4.554099e+00 -5.295866e-01  6.6069198  209.76324  3.276052e-45
9203   -4.554099e+00 -5.295866e-01  6.6069198  209.76324  3.276052e-45
15727  -2.710488e+00 -1.210869e-01  4.4335859  209.54574  3.650551e-45
15758  -2.710488e+00 -1.210869e-01  4.4335859  209.54574  3.650551e-45
27746  -3.006894e+00 -3.458488e+00  8.9155190  209.51443  3.707873e-45
29567   0.000000e+00  3.681398e+00  4.0119921  209.11433  4.524747e-45
29593   0.000000e+00  3.681398e+00  4.0119921  209.11433  4.524747e-45
29618   0.000000e+00  3.681398e+00  4.0119921  209.11433  4.524747e-45
12265   6.643494e-01  1.952982e+00  4.2715893  208.72082  5.503487e-45
10350  -1.822763e+00 -2.794598e+00  7.5887031  208.34317  6.641313e-45
4294    2.657072e+00  3.460017e+00  4.5973954  208.25746  6.930731e-45
4309    2.657072e+00  3.460017e+00  4.5973954  208.25746  6.930731e-45
4322    2.657072e+00  3.460017e+00  4.5973954  208.25746  6.930731e-45
4336    2.657072e+00  3.460017e+00  4.5973954  208.25746  6.930731e-45
4347    2.657072e+00  3.460017e+00  4.5973954  208.25746  6.930731e-45
10347  -1.822794e+00 -2.795835e+00  7.5883187  208.13714  7.358363e-45
10353  -1.822794e+00 -2.795835e+00  7.5883187  208.13714  7.358363e-45
10356  -1.822794e+00 -2.795835e+00  7.5883187  208.13714  7.358363e-45
10359  -1.822794e+00 -2.795835e+00  7.5883187  208.13714  7.358363e-45
10363  -1.822794e+00 -2.795835e+00  7.5883187  208.13714  7.358363e-45
6962   -4.741397e+00 -6.370346e+00  3.3014972  208.08546  7.550063e-45
6973   -4.741397e+00 -6.370346e+00  3.3014972  208.08546  7.550063e-45
6985   -4.741397e+00 -6.370346e+00  3.3014972  208.08546  7.550063e-45
6997   -4.741397e+00 -6.370346e+00  3.3014972  208.08546  7.550063e-45
30300   2.540511e+00  8.935277e-01  5.9636143  207.78801  8.754542e-45
8410   -5.118512e+00  4.770379e+00  3.9435964  207.57872  9.715449e-45
8445   -5.118512e+00  4.770379e+00  3.9435964  207.57872  9.715449e-45
4287    5.172938e+00  4.866884e+00  3.8940520  206.98369  1.306336e-44
4302    5.172938e+00  4.866884e+00  3.8940520  206.98369  1.306336e-44
4316    5.172938e+00  4.866884e+00  3.8940520  206.98369  1.306336e-44
4329    5.172938e+00  4.866884e+00  3.8940520  206.98369  1.306336e-44
4341    5.172938e+00  4.866884e+00  3.8940520  206.98369  1.306336e-44
21252  -9.271826e+00 -5.551337e+00  2.9323856  206.96873  1.316093e-44
30330   2.533158e+00  9.016945e-01  5.9297766  205.61980  2.575123e-44
4295    4.422229e+00  4.749380e+00  3.9426024  205.31956  2.990050e-44
4310    4.422229e+00  4.749380e+00  3.9426024  205.31956  2.990050e-44
4323    4.422229e+00  4.749380e+00  3.9426024  205.31956  2.990050e-44
4337    4.422229e+00  4.749380e+00  3.9426024  205.31956  2.990050e-44
4348    4.422229e+00  4.749380e+00  3.9426024  205.31956  2.990050e-44
20639   1.801060e+00 -1.065199e+00  7.0372377  204.48885  4.520571e-44
20644   1.801060e+00 -1.065199e+00  7.0372377  204.48885  4.520571e-44
20651   1.801060e+00 -1.065199e+00  7.0372377  204.48885  4.520571e-44
9219   -4.514921e+00 -5.271173e-01  6.5275900  204.26781  5.046132e-44
9235   -4.514921e+00 -5.271173e-01  6.5275900  204.26781  5.046132e-44
31092  -4.332319e-01  2.019778e+00  5.6427128  204.03911  5.654303e-44
13021  -3.779556e+00 -5.184986e+00  3.1214329  203.99395  5.782795e-44
852    -4.135882e+00 -3.732804e+00  8.3515052  203.56683  7.152134e-44
864    -4.135882e+00 -3.732804e+00  8.3515052  203.56683  7.152134e-44
877    -4.135882e+00 -3.732804e+00  8.3515052  203.56683  7.152134e-44
889    -4.135882e+00 -3.732804e+00  8.3515052  203.56683  7.152134e-44
903    -4.135882e+00 -3.732804e+00  8.3515052  203.56683  7.152134e-44
35104   3.742614e+00 -1.879876e+00  5.4737908  203.29366  8.193425e-44
35126   3.742614e+00 -1.879876e+00  5.4737908  203.29366  8.193425e-44
35147   3.742614e+00 -1.879876e+00  5.4737908  203.29366  8.193425e-44
35167   3.742614e+00 -1.879876e+00  5.4737908  203.29366  8.193425e-44
15352   9.733705e+00  1.414616e+00  3.3140197  203.14598  8.818150e-44
15354   9.733705e+00  1.414616e+00  3.3140197  203.14598  8.818150e-44
15626   6.475648e+00  2.241905e-01  2.6898085  202.98381  9.559179e-44
15646   6.475648e+00  2.241905e-01  2.6898085  202.98381  9.559179e-44
28551  -5.118881e+00  1.104660e+00  4.1875758  202.90354  9.948666e-44
28571  -5.118881e+00  1.104660e+00  4.1875758  202.90354  9.948666e-44
28590  -5.118881e+00  1.104660e+00  4.1875758  202.90354  9.948666e-44
28610  -5.118881e+00  1.104660e+00  4.1875758  202.90354  9.948666e-44
28630  -5.118881e+00  1.104660e+00  4.1875758  202.90354  9.948666e-44
30113   5.139887e+00 -4.147420e+00  2.7939734  200.99324  2.573636e-43
30131   5.139887e+00 -4.147420e+00  2.7939734  200.99324  2.573636e-43
30150   5.139887e+00 -4.147420e+00  2.7939734  200.99324  2.573636e-43
33062  -5.835263e+00 -1.809724e+00  7.4740956  200.74579  2.910825e-43
33066  -5.835263e+00 -1.809724e+00  7.4740956  200.74579  2.910825e-43
33070  -5.835263e+00 -1.809724e+00  7.4740956  200.74579  2.910825e-43
33073  -5.835263e+00 -1.809724e+00  7.4740956  200.74579  2.910825e-43
33077  -5.835263e+00 -1.809724e+00  7.4740956  200.74579  2.910825e-43
33081  -5.835263e+00 -1.809724e+00  7.4740956  200.74579  2.910825e-43
11677  -2.948260e-01  5.237464e+00  3.5418791  200.06544  4.083415e-43
11688  -2.948260e-01  5.237464e+00  3.5418791  200.06544  4.083415e-43
11698  -2.948260e-01  5.237464e+00  3.5418791  200.06544  4.083415e-43
15623   9.540807e+00  3.882904e+00  3.0021202  198.97418  7.027675e-43
15643   9.540807e+00  3.882904e+00  3.0021202  198.97418  7.027675e-43
12268   6.707486e-01  1.838015e+00  4.0840870  198.62112  8.377137e-43
1375    0.000000e+00  1.424445e+00  3.2870450  198.47784  8.996043e-43
1384    0.000000e+00  1.424445e+00  3.2870450  198.47784  8.996043e-43
1408    0.000000e+00  1.424445e+00  3.2870450  198.47784  8.996043e-43
29580   0.000000e+00  0.000000e+00  3.1928684  198.39121  9.392252e-43
29606   0.000000e+00  0.000000e+00  3.1928684  198.39121  9.392252e-43
29632   0.000000e+00  0.000000e+00  3.1928684  198.39121  9.392252e-43
15619   9.037171e+00  2.933962e+00  2.4739377  198.13565  1.066563e-42
15639   9.037171e+00  2.933962e+00  2.4739377  198.13565  1.066563e-42
33657  -7.876684e-01 -4.459119e+00  8.1317869  197.93225  1.180144e-42
33666  -7.876684e-01 -4.459119e+00  8.1317869  197.93225  1.180144e-42
33678  -7.876684e-01 -4.459119e+00  8.1317869  197.93225  1.180144e-42
33690  -7.876684e-01 -4.459119e+00  8.1317869  197.93225  1.180144e-42
33718  -7.876684e-01 -4.459119e+00  8.1317869  197.93225  1.180144e-42
33727  -7.876684e-01 -4.459119e+00  8.1317869  197.93225  1.180144e-42
33738  -7.876684e-01 -4.459119e+00  8.1317869  197.93225  1.180144e-42
29578   0.000000e+00  0.000000e+00  3.3168349  197.81812  1.249089e-42
29604   0.000000e+00  0.000000e+00  3.3168349  197.81812  1.249089e-42
29630   0.000000e+00  0.000000e+00  3.3168349  197.81812  1.249089e-42
23656  -8.748749e+00 -3.099224e+00  4.3488091  197.18302  1.713219e-42
29571   0.000000e+00  3.446524e+00  3.4095864  196.50257  2.403407e-42
29597   0.000000e+00  3.446524e+00  3.4095864  196.50257  2.403407e-42
29623   0.000000e+00  3.446524e+00  3.4095864  196.50257  2.403407e-42
31727  -5.616619e+00 -3.876354e+00  8.0059385  196.26368  2.706691e-42
31741  -5.616619e+00 -3.876354e+00  8.0059385  196.26368  2.706691e-42
31749  -5.616619e+00 -3.876354e+00  8.0059385  196.26368  2.706691e-42
31757  -5.616619e+00 -3.876354e+00  8.0059385  196.26368  2.706691e-42
31263  -1.465298e+00 -3.608447e+00  5.9589310  196.16265  2.846207e-42
29809  -5.261213e+00 -4.200263e+00  5.6221203  196.03918  3.026512e-42
29821  -5.261213e+00 -4.200263e+00  5.6221203  196.03918  3.026512e-42
29834  -5.261213e+00 -4.200263e+00  5.6221203  196.03918  3.026512e-42
33655  -8.615534e-01 -4.443878e+00  7.8700543  195.86252  3.304539e-42
33664  -8.615534e-01 -4.443878e+00  7.8700543  195.86252  3.304539e-42
33676  -8.615534e-01 -4.443878e+00  7.8700543  195.86252  3.304539e-42
33688  -8.615534e-01 -4.443878e+00  7.8700543  195.86252  3.304539e-42
33716  -8.615534e-01 -4.443878e+00  7.8700543  195.86252  3.304539e-42
33725  -8.615534e-01 -4.443878e+00  7.8700543  195.86252  3.304539e-42
33736  -8.615534e-01 -4.443878e+00  7.8700543  195.86252  3.304539e-42
13523  -3.869425e+00 -3.044604e+00  6.9079750  195.64715  3.678243e-42
13543  -3.869425e+00 -3.044604e+00  6.9079750  195.64715  3.678243e-42
27734  -3.039335e+00 -3.581772e+00  8.8299151  195.31618  4.336567e-42
27745  -3.039335e+00 -3.581772e+00  8.8299151  195.31618  4.336567e-42
20914   3.781933e+00  1.740058e+00  8.9669005  195.30417  4.362554e-42
33514   6.561499e+00  2.294264e+00  5.6714593  193.88286  8.847195e-42
8411   -4.853669e+00  4.916760e+00  3.8246444  193.52606  1.056543e-41
8446   -4.853669e+00  4.916760e+00  3.8246444  193.52606  1.056543e-41
29581   0.000000e+00  0.000000e+00  3.0967073  193.22006  1.230251e-41
29633   0.000000e+00  0.000000e+00  3.0967073  193.22006  1.230251e-41
23509  -3.898635e+00 -3.065014e+00  4.2149534  192.91028  1.435216e-41
8409   -9.564552e-01  4.619286e+00  3.6083702  192.08977  2.158596e-41
8444   -9.564552e-01  4.619286e+00  3.6083702  192.08977  2.158596e-41
28469   3.360904e+00 -1.137946e+00  5.6834074  192.01467  2.240759e-41
