GeneID Chr Start End Strand Length logFC.group2 logFC.group3 logFC.group4 logCPM LR PValue FDR
MSTRG.1833.1 chr15 84954833 85197574 - 242742 -0.05772928 -0.5035619 0.06610651 8.7827106 7.051944 0.07026045 0.09383454
MSTRG.1833.2 chr15 85182394 85197538 - 15145 -0.004396352 -0.9691719 0.3251405 7.4361868 17.58904 0.0005345807 0.00102015
MSTRG.1836.2 chr15 85052390 85065734 - 13345 -0.3886052 -0.08526836 0.8022875 3.9578825 10.90131 0.0122717 0.01891056
MSTRG.1839.1 chr15 85141629 85176817 - 35189 0.03995557 -0.6089367 -0.1309362 6.2622615 4.470701 0.2149186 0.2546675
MSTRG.1839.2 chr15 85146207 85170160 - 23954 0.1080959 -0.3296377 -0.05491224 5.6316167 1.654759 0.6470383 0.6800277
MSTRG.1839.3 chr15 85165277 85177360 - 12084 0.1961459 -0.5412828 0.05780876 5.6060473 4.878894 0.180883 0.2180304
MSTRG.1839.4 chr15 85170896 85177396 - 6501 0.4397433 -0.08687944 0.2876862 4.6095 2.907799 0.4060604 0.4508612
MSTRG.1839.5 chr15 85174269 85177287 - 3019 0.2205338 -0.03099914 -0.06336403 4.2652335 1.036755 0.7923593 0.8131306
MSTRG.1846.1 chr15 85963160 85963482 - 323 5.594234 5.155544 5.237665 1.3229925 8.955331 0.02989072 0.04300192
MSTRG.1848.1 chr15 86008211 86096618 - 88408 -2.368464 -1.155209 -1.222007 5.4726526 74.91738 3.774115E-16 2.212108E-15
MSTRG.1848.2 chr15 86081724 86096618 - 14895 -1.857959 -0.7981323 -1.00166 3.6846349 27.51143 4.599067E-06 1.175103E-05
MSTRG.1851.1 chr15 86176754 86217223 - 40470 -1.44208 -0.5628995 -0.2141786 6.2622337 26.87282 6.260087E-06 1.578711E-05
MSTRG.1852.1 chr15 86240526 86272457 - 31932 -1.536759 -0.5394495 0.01352258 7.3631785 34.52465 1.535131E-07 4.772141E-07
MSTRG.1854.1 chr15 86286539 86338189 - 51651 -1.259467 -1.302717 -0.6037299 9.4668384 13.59051 0.003518997 0.005946757
MSTRG.1854.2 chr15 86286604 86301991 - 15388 -1.721366 -1.609636 -0.6179936 9.3016352 26.91897 6.122189E-06 1.544848E-05
MSTRG.1854.4 chr15 86298549 86338093 - 39545 2.40115 1.568927 -0.1941726 6.5194906 22.72802 4.601251E-05 0.000102525
MSTRG.1859.1 chr15 87922369 87922680 - 312 1.165086 1.000726 1.254551 1.6211366 2.487081 0.4776304 0.5191296
MSTRG.1863.1 chr15 88008191 88008423 - 233 -1.236353 -1.390636 -1.145567 1.3803575 4.174156 0.2432621 0.2834515
MSTRG.1867.1 chr15 88136916 88137263 - 348 3.860256 5.888452 4.581174 0.8639851 13.19262 0.004238042 0.00705844
MSTRG.1869.1 chr15 88388241 88393268 - 5028 6.375491 2.746476 3.876382 1.2648347 21.37021 8.819007E-05 0.0001869384
MSTRG.1870.1 chr15 88374331 88375091 - 761 2.860596 3.343144 2.979445 2.6292752 18.12682 0.0004141381 0.0007992435
MSTRG.1871.1 chr15 88375711 88376282 - 572 3.661281 4.907037 4.497358 0.6369871 7.025223 0.07109817 0.09474576
MSTRG.1872.1 chr15 88377384 88379912 - 2529 1.152122 1.20301 1.54349 4.0263186 13.66591 0.003397055 0.005753455
MSTRG.1872.2 chr15 88377406 88379917 - 2512 1.152122 1.20301 1.54349 4.0263186 13.66591 0.003397055 0.005753455
MSTRG.1880.1 chr15 86722155 86722508 - 354 -0.2671134 -0.6213966 0.1962655 2.2635913 1.563606 0.6676698 0.6992997
MSTRG.1883.1 chr15 87007646 87007897 - 252 2.259778 2.043915 2.515922 1.3815283 5.677531 0.1283976 0.1614068
MSTRG.1887.1 chr15 87073020 87073341 - 322 -0.4414142 -1.159395 -0.814124 1.0050702 1.404265 0.7045354 0.7334112
MSTRG.1890.1 chr15 87106326 87106679 - 354 0.4017149 -0.3807465 -0.06218377 0.6382368 0.7645998 0.8579142 0.8724308
MSTRG.1891.1 chr15 87125758 87126193 - 436 0.4032311 1.136078 0.492598 0.8907482 1.092666 0.7788447 0.8017685
MSTRG.1892.1 chr15 87148016 87170500 - 22485 0.4972129 -0.1378458 0.2132844 3.4515223 3.428584 0.3301434 0.3741625
MSTRG.1894.1 chr15 87148113 87390049 - 241937 -0.01405842 -0.3431293 0.2067646 5.0925555 3.729151 0.2922353 0.3350264
MSTRG.1896.1 chr15 87530176 87530377 - 202 -2.037372 -0.7397053 -1.756207 0.3826347 4.750052 0.1910415 0.2286604
MSTRG.1897.1 chr15 87542739 87545857 - 3119 1.028858 1.281015 0.8688043 3.1198954 4.188384 0.2418275 0.2819977
MSTRG.1897.2 chr15 87542746 87546131 - 3386 1.1236 1.318427 0.9501578 3.1759672 4.867598 0.181753 0.2188936
MSTRG.1897.3 chr15 87542763 87545722 - 2960 1.018509 1.244835 0.8699733 3.1082241 3.993268 0.262192 0.303355
MSTRG.1898.1 chr15 87585409 87585715 - 307 4.036562 2.757763 4.376377 0.5260831 5.519829 0.1374574 0.1715798
MSTRG.1899.1 chr15 87586775 87587062 - 288 1.026336 -0.4051881 1.078279 0.578194 1.634056 0.6516928 0.6847508
MSTRG.1900.1 chr15 87773891 87801128 - 27238 0.311017 0.6546002 -0.3455928 3.9916922 10.54654 0.01444851 0.02192454
MSTRG.1902.1 chr15 87797402 87823202 - 25801 0.2242417 -0.01825155 -0.3361015 3.5296045 3.811725 0.2825253 0.3248546
MSTRG.1904.1 chr15 87800677 87800899 - 223 -0.1413903 -1.133772 -0.6612552 1.6311327 2.329406 0.5069109 0.5467616
MSTRG.1905.1 chr15 87872523 87872748 - 226 -1.779711 -0.3740753 -0.9742104 0.5842601 3.972361 0.2644641 0.3055696
MSTRG.1906.1 chr15 87873416 87873993 - 578 1.583096 5.369975 2.302915 2.2652881 101.108 8.979221E-22 7.586997E-21
MSTRG.1908.1 chr15 88409775 88800028 - 390254 3.418777 -0.0670116 0.718573 7.4197511 299.0329 1.610892E-64 4.909768E-63
MSTRG.1908.5 chr15 88520586 88800041 - 279456 3.049736 -0.2309526 0.6263315 6.8602802 168.2144 3.091246E-36 4.310571E-35
MSTRG.1908.6 chr15 88520586 88800041 - 279456 3.049736 -0.2309526 0.6263315 6.8602802 168.2144 3.091246E-36 4.310571E-35
MSTRG.1908.7 chr15 88520590 88800035 - 279446 3.049736 -0.2309526 0.6263315 6.8602802 168.2144 3.091246E-36 4.310571E-35
MSTRG.1908.8 chr15 88520595 88800028 - 279434 3.049736 -0.2309526 0.6263315 6.8602802 168.2144 3.091246E-36 4.310571E-35
MSTRG.1908.9 chr15 88520595 88800028 - 279434 3.049736 -0.2309526 0.6263315 6.8602802 168.2144 3.091246E-36 4.310571E-35
MSTRG.1910.1 chr15 88840623 88841002 - 380 -0.3734632 -5.543945 0.3386458 1.3965025 14.81589 0.001980942 0.003467054
MSTRG.1911.1 chr15 88922953 88968201 - 45249 -0.279751 -0.4116417 -1.027096 3.0540681 4.281921 0.232587 0.2725758
MSTRG.1912.1 chr15 88940273 88953090 - 12818 -0.3779842 -4.545299 -0.4379711 0.5688043 5.510981 0.1379833 0.1720947
MSTRG.1914.1 chr15 88989643 88998031 - 8389 3.721102 0.5327872 2.234414 1.8195505 35.13677 1.13983E-07 3.594718E-07
MSTRG.1917.1 chr15 89044979 89089912 - 44934 -0.4620302 -1.066374 -0.5234209 6.4941694 15.10231 0.001731269 0.003061469
MSTRG.1919.1 chr15 89067597 89084773 - 17177 -0.4621484 -0.9193981 -0.7221349 5.5994958 10.91239 0.01220916 0.01882099
MSTRG.1922.1 chr15 89090496 89105519 - 15024 0.285094 0.770108 0.9349453 5.5111553 14.42642 0.002378611 0.004117457
MSTRG.1923.1 chr15 89090989 89092554 - 1566 1.661378 2.310766 2.660006 2.8008897 17.7742 0.0004896211 0.0009377079
MSTRG.1925.1 chr15 89094959 89097944 - 2986 0.5084808 1.329428 0.5397456 3.1760197 6.568289 0.08700792 0.1135708
MSTRG.1925.2 chr15 89094974 89097484 - 2511 0.5336159 1.056339 0.5960677 3.016852 3.108902 0.3751376 0.4205759
MSTRG.1925.3 chr15 89094977 89097491 - 2515 0.5336159 1.056339 0.5960677 3.016852 3.108902 0.3751376 0.4205759
MSTRG.1925.4 chr15 89094977 89097491 - 2515 0.5336159 1.056339 0.5960677 3.016852 3.108902 0.3751376 0.4205759
MSTRG.1926.1 chr15 89098025 89100475 - 2451 -0.7738036 -0.6499313 -0.1454872 3.5399063 7.998738 0.0460378 0.06402975
MSTRG.1927.1 chr15 89104649 89105148 - 500 0.3208136 0.2248106 0.4888564 2.0038749 0.6139082 0.8932411 0.90555
MSTRG.1929.1 chr15 89995227 89997623 - 2397 3.636611 -3.087448 -0.9793058 1.4262293 47.07619 3.348303E-10 1.359392E-09
MSTRG.1936.1 chr15 90079384 90079600 - 217 0.1819808 -4.533104 0.2727107 0.8672822 7.521444 0.05701002 0.0779935
MSTRG.1937.1 chr15 90101299 90101822 - 524 -0.2693764 -0.1204678 -0.3784342 1.6675814 0.372972 0.9457675 0.9513413
MSTRG.1939.2 chr15 90171207 90191724 - 20518 -0.381557 -0.7468778 -0.7466534 5.4190825 7.441672 0.05907623 0.08053619
MSTRG.1939.3 chr15 90171207 90191724 - 20518 -0.381557 -0.7468778 -0.7466534 5.4190825 7.441672 0.05907623 0.08053619
MSTRG.1954.1 chr15 89459524 89459729 - 206 1.189501 -4.019749 1.612128 1.2540839 11.88268 0.007796065 0.01240799
MSTRG.1955.1 chr15 89483960 89485283 - 1324 0.629038 1.243898 0.7995742 3.1484917 7.196463 0.0658926 0.08838846
MSTRG.1955.2 chr15 89483960 89485283 - 1324 0.629038 1.243898 0.7995742 3.1484917 7.196463 0.0658926 0.08838846
MSTRG.1955.3 chr15 89483960 89485283 - 1324 0.629038 1.243898 0.7995742 3.1484917 7.196463 0.0658926 0.08838846
MSTRG.1955.4 chr15 89483961 89485283 - 1323 0.629038 1.243898 0.7995742 3.1484917 7.196463 0.0658926 0.08838846
MSTRG.1958.1 chr15 89485478 89840788 - 355311 0.2829623 1.649806 0.3347812 11.1700368 118.0482 2.031223E-25 2.039348E-24
MSTRG.1959.1 chr15 89532002 89532423 - 422 -1.839128 -1.822569 -1.710795 6.6907378 93.04617 4.854716E-20 3.590134E-19
MSTRG.1960.1 chr15 89532829 89533453 - 625 -0.9995966 -1.399879 -1.224516 6.7951161 35.9357 7.726472E-08 2.49575E-07
MSTRG.1962.1 chr15 89677058 89704833 - 27776 0.6599663 1.945235 0.564704 6.1521968 55.47634 5.433586E-12 2.509211E-11
MSTRG.1963.1 chr15 89744662 89745031 - 370 0.2776539 1.6818 0.2360215 7.7454379 58.87535 1.022077E-12 5.001381E-12
MSTRG.1968.1 chr15 89808587 89809247 - 661 1.265039 -0.3639287 0.3507339 0.4797329 2.940476 0.4008939 0.4454725
MSTRG.1969.1 chr15 89858118 89878121 - 20004 -0.3293685 -0.4394918 0.08138865 7.9571727 7.972536 0.04658274 0.06464017
MSTRG.1969.4 chr15 89859565 89877802 - 18238 -0.3445498 -0.4654123 0.07949956 7.9341546 8.623819 0.03473399 0.04932717
MSTRG.1973.1 chr15 91448708 91449117 - 410 1.783041 0.5711981 0.2867791 4.5750188 45.60088 6.895237E-10 2.726782E-09
MSTRG.1975.1 chr15 91473207 91478449 - 5243 -0.9468959 -0.3827281 -1.142838 5.6723721 17.28362 0.0006178844 0.001169185
MSTRG.1975.5 chr15 91474159 91478449 - 4291 -0.9556706 -0.3505539 -1.141903 5.6232303 17.15855 0.000655609 0.001229663
MSTRG.1975.6 chr15 91474159 91478429 - 4271 -0.9556706 -0.3505539 -1.141903 5.6232303 17.15855 0.000655609 0.001229663
MSTRG.1977.3 chr15 91509268 91537910 - 28643 0.928325 0.2130623 0.0428712 5.837098 13.0257 0.004581355 0.007576993
MSTRG.1981.1 chr15 92122989 92124088 - 1100 -0.7851547 -1.662976 -0.05139801 1.0678508 3.51775 0.3184673 0.3614095
MSTRG.1982.1 chr15 92125214 92125901 - 688 4.697171 4.907326 4.854076 0.9296945 6.494234 0.08989017 0.1166523
MSTRG.1983.1 chr15 92156375 92156829 - 455 0.7522838 0.1666501 0.6690554 0.9078463 0.9062926 0.823909 0.8404541
MSTRG.1984.1 chr15 92186296 92186502 - 207 4.298502 4.57472 3.479389 0.5348367 5.519433 0.1374809 0.1715798
MSTRG.1986.1 chr15 92306185 92306811 - 627 -0.4136031 0.5840197 -0.06114132 0.5502443 1.080142 0.7818698 0.8043005
MSTRG.1988.1 chr15 92794057 92794906 - 850 -0.7371917 -0.2032579 -0.35147 1.9094067 1.556755 0.6692347 0.7007073
MSTRG.1993.1 chr15 93030827 93031456 - 630 0.4678281 -0.07345509 0.3196125 1.8296416 0.8727869 0.8319895 0.847279
MSTRG.1995.1 chr15 93055923 93056265 - 343 0.5816244 -0.3826424 -0.188845 0.9875463 2.245621 0.5230184 0.5622876
MSTRG.1996.1 chr15 93057269 93057592 - 324 1.678152 -0.3600916 2.326173 1.0489251 9.386974 0.02456468 0.03595797
MSTRG.2.1 chr15 21009742 21009993 - 252 1.5253 1.794952 0.9339407 2.9374357 7.033242 0.07084574 0.09454333
MSTRG.20.1 chr15 22013766 22014298 - 533 0.08988753 0.7348739 -0.425293 2.234428 4.549941 0.2078787 0.2472181
MSTRG.2002.1 chr15 91677272 91693535 - 16264 0.318732 -0.6349497 0.1576811 2.6572526 3.051042 0.3838223 0.42941
MSTRG.2007.1 chr15 92044971 92045180 - 210 -1.287614 -2.785446 -1.196293 0.7932066 5.252217 0.1542332 0.189658
MSTRG.2014.1 chr15 93508514 93585326 - 76813 0.7306505 0.8919635 1.110526 8.7581851 20.99189 0.0001056855 0.0002221477
MSTRG.2015.1 chr15 93581898 93582102 - 205 0.398196 -0.7965438 -0.338762 1.1433715 2.426408 0.4887378 0.5287637
MSTRG.2016.1 chr15 93582783 93582983 - 201 1.695486 1.883651 2.209867 1.8517183 4.717294 0.193708 0.2317219
MSTRG.2017.1 chr15 93137350 93199255 - 61906 -0.6065517 -1.25794 0.9775286 6.7855339 41.09328 6.248004E-09 2.217989E-08
MSTRG.2017.2 chr15 93137350 93353109 - 215760 -0.6300179 0.01895595 0.2369755 9.367069 24.12819 2.348696E-05 5.420165E-05
MSTRG.2017.3 chr15 93160661 93353109 - 192449 -0.6008476 0.04403053 0.2096171 9.3203369 20.61675 0.0001264416 0.0002633121
MSTRG.2019.1 chr15 93213352 93213651 - 300 -0.5290359 -0.1034265 -0.04053905 1.7293161 1.500187 0.6822272 0.7131463
MSTRG.2021.1 chr15 93310678 93312437 - 1760 -0.6579887 0.9089003 -0.2317167 4.8922254 25.14944 1.436855E-05 3.430924E-05
MSTRG.2021.10 chr15 93310793 93312437 - 1645 -0.6826424 0.9089883 -0.2366487 4.8869875 25.96705 9.690124E-06 2.385906E-05
MSTRG.2021.2 chr15 93310678 93312435 - 1758 -0.6579887 0.9089003 -0.2317167 4.8922254 25.14944 1.436855E-05 3.430924E-05
MSTRG.2021.3 chr15 93310678 93312413 - 1736 -0.6579887 0.9089003 -0.2317167 4.8922254 25.14944 1.436855E-05 3.430924E-05
MSTRG.2021.4 chr15 93310693 93312437 - 1745 -0.6579887 0.9089003 -0.2317167 4.8922254 25.14944 1.436855E-05 3.430924E-05
MSTRG.2021.5 chr15 93310778 93312430 - 1653 -0.672856 0.9088983 -0.2360848 4.8886977 25.52879 1.196899E-05 2.898505E-05
MSTRG.2021.6 chr15 93310778 93312413 - 1636 -0.672856 0.9088983 -0.2360848 4.8886977 25.52879 1.196899E-05 2.898505E-05
MSTRG.2021.7 chr15 93310778 93312430 - 1653 -0.672856 0.9088983 -0.2360848 4.8886977 25.52879 1.196899E-05 2.898505E-05
MSTRG.2021.8 chr15 93310793 93312437 - 1645 -0.6826424 0.9089883 -0.2366487 4.8869875 25.96705 9.690124E-06 2.385906E-05
MSTRG.2021.9 chr15 93310793 93312437 - 1645 -0.6826424 0.9089883 -0.2366487 4.8869875 25.96705 9.690124E-06 2.385906E-05
MSTRG.2025.1 chr15 94319714 94319988 - 275 5.134848 5.546157 5.594104 1.3415286 9.487389 0.0234659 0.03442042
MSTRG.2030.1 chr15 93780544 93929195 - 148652 0.2595597 0.9758656 -0.098766 5.8843023 18.01694 0.0004363246 0.0008390254
MSTRG.2033.1 chr15 93921490 94094495 - 173006 0.3533467 0.5206965 -0.02383414 6.1291407 5.82642 0.1203675 0.1522253
MSTRG.2033.2 chr15 93921490 93977614 - 56125 0.0507545 0.4949574 -0.2066682 5.8458289 7.531316 0.05675924 0.07770024
MSTRG.2034.1 chr15 93934141 93934360 - 220 -0.3958462 0.7086701 -0.3443266 1.4991725 4.275641 0.2331971 0.2732158
MSTRG.2036.1 chr15 93944687 94138452 - 193766 0.2881402 0.3898596 -0.1129613 5.886577 4.722096 0.1933149 0.2313166
MSTRG.2037.1 chr15 93974165 93974456 - 292 0.06665891 0.5106082 -0.2513926 4.7754807 5.935634 0.1147841 0.1458993
MSTRG.2040.1 chr15 94172311 94172655 - 345 0.08912419 0.524224 1.02364 0.412033 1.664935 0.6447575 0.6781317
MSTRG.2042.1 chr15 95295985 95299926 - 3942 1.563962 -0.1001131 1.860776 3.1353361 24.40124 2.059676E-05 4.799911E-05
MSTRG.2043.1 chr15 95297092 95301169 - 4078 1.149736 -0.5276766 1.366258 3.1441458 19.25116 0.0002425776 0.0004861807
MSTRG.2043.2 chr15 95297156 95301952 - 4797 1.08199 -0.5298377 1.426731 3.2528779 19.54786 0.0002105935 0.0004268896
MSTRG.2043.3 chr15 95297742 95301949 - 4208 1.134147 -0.2630303 1.099968 2.7180334 9.51485 0.0231739 0.0340272
MSTRG.2045.1 chr15 95298498 95302816 - 4319 0.6734502 -1.293364 0.681434 2.812286 11.41252 0.009692104 0.01521008
MSTRG.2047.1 chr15 95356741 95361150 - 4410 -0.4370701 -0.6172917 0.06305852 2.9488522 3.789733 0.2850826 0.3275303
MSTRG.2049.1 chr15 95549810 95550093 - 284 0.4143301 1.291893 0.7565555 0.9901033 1.862849 0.6013548 0.636957
MSTRG.2050.1 chr15 95461546 95519881 - 58336 3.074603 3.911213 2.277593 2.6785051 30.90827 8.887029E-07 2.47042E-06
MSTRG.2051.1 chr15 95594746 95595123 - 378 -1.308484 0.4936801 -1.065426 2.7977966 21.36521 8.840132E-05 0.0001872932
MSTRG.2053.1 chr15 95697824 95698258 - 435 1.014379 -1.254288 0.7733841 0.9674713 4.631296 0.2008738 0.2397562
MSTRG.2055.1 chr15 95752317 95870323 - 118007 0.160795 0.3230558 -0.118902 5.852921 1.820128 0.6105647 0.6455103
MSTRG.2055.2 chr15 95752327 95870158 - 117832 0.1605961 0.3142109 -0.1070881 5.8415993 1.688105 0.6395816 0.6728537
MSTRG.2055.3 chr15 95752340 95870158 - 117819 0.1605961 0.3142109 -0.1070881 5.8415993 1.688105 0.6395816 0.6728537
MSTRG.2055.4 chr15 95768565 95850807 - 82243 0.1550717 -0.5613507 -0.006784457 5.3437086 3.338362 0.342339 0.3869564
MSTRG.2055.5 chr15 95787919 95870256 - 82338 0.01086457 -0.7039029 -0.1250096 5.2957791 4.221801 0.2384882 0.278345
MSTRG.2055.6 chr15 95815658 95870323 - 54666 -0.4835328 -0.6977377 -0.7089956 4.622066 3.555136 0.3136813 0.3564522
MSTRG.2057.1 chr15 96318466 96319278 - 813 -0.3962022 0.5444056 3.635304 4.899797 163.7073 2.904151E-35 3.933972E-34
MSTRG.2058.1 chr15 96558981 96559219 - 239 -0.02539729 -1.25711 -0.05924538 1.9014826 3.031543 0.3867874 0.4320476
MSTRG.2059.1 chr15 96553785 96554098 - 314 0.6570956 0.7924459 1.364821 1.5370591 3.942943 0.2676916 0.308964
MSTRG.2065.1 chr15 94567926 94672356 - 104431 -2.171268 -0.6210407 -1.781504 7.5723529 124.5624 8.029579E-27 8.544193E-26
MSTRG.2067.1 chr15 94607620 94614142 - 6523 6.699617 0 4.404649 1.4404133 21.99627 6.534767E-05 0.0001413272
MSTRG.2069.1 chr15 94691278 94691734 - 457 5.534292 4.190752 3.643918 0.9278935 17.33118 0.0006041099 0.001144135
MSTRG.2070.1 chr15 94694098 94694339 - 242 -0.1337774 -1.306641 -1.142657 0.3360347 1.880219 0.5976359 0.6334109
MSTRG.2071.1 chr15 94695546 94695793 - 248 -2.056931 0.4823601 -0.4790302 0.9791428 9.108294 0.02788517 0.04038901
MSTRG.2072.1 chr15 94744696 94793002 - 48307 0.01949683 1.498906 0.7408913 4.5373499 33.05066 3.1424E-07 9.311541E-07
MSTRG.2075.1 chr15 94978848 94979095 - 248 -0.6409558 -0.6125241 2.95068 2.9161989 61.41772 2.926201E-13 1.48291E-12
MSTRG.2076.1 chr15 95055249 95055500 - 252 0.9494208 -1.823835 0.5913485 1.2360071 7.74277 0.05163806 0.07107729
MSTRG.2078.1 chr15 96923631 96924021 - 391 -0.5072292 -0.6945761 0.01722573 1.2023628 1.466028 0.6901329 0.7199992
MSTRG.2081.1 chr15 96749216 96749548 - 333 1.625274 2.013535 1.430031 0.9231664 2.181769 0.5355483 0.5731589
MSTRG.2085.1 chr15 96984563 96985370 - 808 1.18839 1.524816 -1.587995 4.2439563 30.2027 1.250991E-06 3.443858E-06
MSTRG.2089.1 chr15 97100286 97100860 - 575 -0.8390371 -1.060706 -2.281188 1.0947498 9.963445 0.01887943 0.02816732
MSTRG.2095.1 chr15 97415065 97420895 - 5831 1.672031 2.171702 2.280813 4.6948913 25.69137 1.106713E-05 2.692329E-05
MSTRG.2095.2 chr15 97415065 97420894 - 5830 1.672031 2.171702 2.280813 4.6948913 25.69137 1.106713E-05 2.692329E-05
MSTRG.2095.3 chr15 97415065 97420895 - 5831 1.672031 2.171702 2.280813 4.6948913 25.69137 1.106713E-05 2.692329E-05
MSTRG.2095.4 chr15 97415184 97420877 - 5694 1.741438 2.25117 2.361256 4.6876245 27.49415 4.637597E-06 1.18353E-05
MSTRG.2097.1 chr15 97440843 97442061 - 1219 0.7904852 0.6691729 0.5780981 2.2353327 1.804461 0.6139647 0.6484622
MSTRG.2099.1 chr15 98172330 98236049 - 63720 -1.056344 -1.422507 -1.444452 3.9435764 23.93215 2.580812E-05 5.923788E-05
MSTRG.2099.2 chr15 98172330 98216440 - 44111 -1.015025 -1.306501 -1.476121 3.7310191 20.61975 0.0001262604 0.0002630631
MSTRG.2101.1 chr15 98477922 98537566 - 59645 1.230892 2.082072 1.690119 8.1483459 57.34382 2.170276E-12 1.025534E-11
MSTRG.2104.1 chr15 97809993 97835320 - 25328 -0.1484013 -0.05563446 -0.04780122 3.8365277 0.2258769 0.9733076 0.9776609
MSTRG.2104.2 chr15 97810467 97835833 - 25367 -0.3433566 -0.2900779 -0.1234954 3.7712201 1.256525 0.7394816 0.766238
MSTRG.2105.1 chr15 97813677 97920857 - 107181 -0.3353236 0.2976481 -0.3625125 5.2422151 6.454638 0.09146875 0.1185008
MSTRG.2107.1 chr15 97906110 97938719 - 32610 -0.3840918 0.2418447 -0.5508374 4.5004288 7.026121 0.07106985 0.0947376
MSTRG.2107.2 chr15 97906762 97908227 - 1466 -0.1092819 0.7893402 0.03241318 2.5195097 3.972656 0.2644319 0.3055696
MSTRG.2109.1 chr15 97908295 97980600 - 72306 -1.841492 -1.320776 -1.950135 5.5457234 62.34967 1.849712E-13 9.520775E-13
MSTRG.2112.1 chr15 97915868 97958029 - 42162 -1.578054 -0.7896462 -1.615306 4.7003494 40.86153 6.99669E-09 2.475529E-08
MSTRG.2118.1 chr15 98638393 98639100 - 708 1.896138 0.5549397 1.218561 0.844825 3.819613 0.281613 0.3239802
MSTRG.2120.1 chr15 90207600 90234015 - 26416 1.115748 4.030784 0.6922669 7.8714667 93.63237 3.632516E-20 2.719288E-19
MSTRG.2122.1 chr15 90239039 90294155 - 55117 1.055474 0.6250801 1.393573 5.1368511 10.57419 0.01426597 0.02167066
MSTRG.2122.2 chr15 90244167 90294540 - 50374 1.256227 0.6951609 1.501636 4.9731361 10.81725 0.01275626 0.01955135
MSTRG.2122.3 chr15 90291907 90294158 - 2252 2.53161 0.0541685 -1.168435 2.3715614 23.57544 3.063374E-05 6.956582E-05
MSTRG.2125.1 chr15 90373829 90456238 - 82410 -0.2996024 -0.1430806 -0.5563993 9.3566718 6.706958 0.08184834 0.1073285
MSTRG.2125.11 chr15 90439858 90456238 - 16381 0.06056613 -0.5805029 0.3776386 7.9111779 17.52114 0.0005520789 0.001050254
MSTRG.2125.3 chr15 90373831 90437233 - 63403 -0.5016463 0.03597395 -1.317873 8.6735635 38.55469 2.156699E-08 7.234776E-08
MSTRG.2125.7 chr15 90373842 90460589 - 86748 -0.2990913 -0.142089 -0.5538588 9.3589033 6.665846 0.08334647 0.109025
MSTRG.2125.8 chr15 90373842 90489483 - 115642 -0.2899796 -0.1511038 -0.5466691 9.3820366 6.493593 0.08991551 0.1166523
MSTRG.2128.1 chr15 90398343 90521806 - 123464 0.1217797 -0.1610227 0.2522536 8.4554124 4.612051 0.2025107 0.2414399
MSTRG.2129.1 chr15 90499238 90638226 - 138989 -1.932253 -0.9910021 -3.047246 10.7647274 90.64591 1.591546E-19 1.141366E-18
MSTRG.2129.10 chr15 90617747 90717446 - 99700 -1.949833 -0.9169646 -3.227734 10.7760795 96.60756 8.333143E-21 6.406761E-20
MSTRG.2129.11 chr15 90617747 90657003 - 39257 -2.002228 -0.9424119 -3.371313 10.7401322 100.968 9.624057E-22 8.083829E-21
MSTRG.2129.12 chr15 90617747 90639342 - 21596 -2.035412 -1.037994 -3.429632 10.7016263 104.2111 1.931277E-22 1.713256E-21
MSTRG.2129.2 chr15 90565040 90645734 - 80695 -1.963567 -0.9240707 -3.139962 10.7673512 92.01966 8.066963E-20 5.854036E-19
MSTRG.2129.3 chr15 90575261 90645786 - 70526 -1.97106 -0.9275371 -3.154275 10.7639138 92.13727 7.611006E-20 5.551481E-19
MSTRG.2129.4 chr15 90609702 90645734 - 36033 -1.986297 -0.929894 -3.21695 10.7534629 92.89675 5.227195E-20 3.8589E-19
MSTRG.2129.5 chr15 90617744 90655711 - 37968 -2.004123 -0.9443029 -3.372577 10.7390699 100.8818 1.004331E-21 8.305198E-21
MSTRG.2129.6 chr15 90617744 90656310 - 38567 -2.002637 -0.9423049 -3.371206 10.7400054 100.9765 9.583299E-22 8.070394E-21
